address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y,station
서울 종로구 종로1가 24,FD6,음식점,음식점 > 한식,290,21326655,02-732-1954,광화문미진 본점,http://place.map.kakao.com/21326655,서울 종로구 종로 19,126.9799234417087,37.570844667978704,종각
서울 종로구 관철동 11-11,FD6,음식점,음식점 > 중식,321,2143988257,070-7777-2256,진중 우육면관 본점,http://place.map.kakao.com/2143988257,서울 종로구 청계천로 75-2,126.98611119582282,37.56855522765132,종각
서울 종로구 공평동 129,FD6,음식점,"음식점 > 한식 > 육류,고기 > 닭요리",180,8381402,02-732-2565,백부장집닭한마리 본관,http://place.map.kakao.com/8381402,서울 종로구 삼봉로 100-1,126.982689747565,37.5717965569434,종각
서울 종로구 청진동 183-1,FD6,음식점,음식점 > 한식 > 해장국,364,27540102,02-735-1690,청진옥,http://place.map.kakao.com/27540102,서울 종로구 종로3길 32,126.97944890786793,37.571717650682224,종각
서울 종로구 청진동 128,FD6,음식점,음식점 > 한식 > 한정식,232,967729291,02-6226-8191,일품진진수라 광화문점,http://place.map.kakao.com/967729291,서울 종로구 종로5길 7,126.980543813707,37.5706357409413,종각
서울 종로구 청진동 46,FD6,음식점,음식점 > 한식,254,439177229,0507-1321-9850,종로도담,http://place.map.kakao.com/439177229,서울 종로구 삼봉로 78,126.981409413137,37.5720540468687,종각
서울 종로구 견지동 88,FD6,음식점,음식점 > 한식 > 설렁탕,289,24725293,02-733-6526,이문설농탕,http://place.map.kakao.com/24725293,서울 종로구 우정국로 38-13,126.983907557385,37.5727337640939,종각
서울 종로구 인사동 194-28,FD6,음식점,음식점 > 한식 > 국밥,301,416934208,,엄용백돼지국밥 종각점,http://place.map.kakao.com/416934208,서울 종로구 인사동3길 20,126.985782300881,37.571894277369,종각
서울 중구 다동 121-4,FD6,음식점,음식점 > 한식 > 냉면,358,21232315,02-777-3131,남포면옥,http://place.map.kakao.com/21232315,서울 중구 을지로3길 24,126.981753597164,37.5671652991647,종각
서울 종로구 관철동 5-1,FD6,음식점,"음식점 > 한식 > 찌개,전골",481,10374336,02-2265-5744,뚝배기집,http://place.map.kakao.com/10374336,서울 종로구 종로16길 12,126.98850847385,37.5695555904063,종각
서울 중구 다동 177-2,FD6,음식점,음식점 > 한식,388,1346301870,02-777-4323,부민옥,http://place.map.kakao.com/1346301870,서울 중구 다동길 24-12,126.98031824515,37.5675038430283,종각
서울 종로구 종로1가 24,FD6,음식점,"음식점 > 일식 > 돈까스,우동",276,27271374,,후니도니,http://place.map.kakao.com/27271374,서울 종로구 종로 19,126.98012264433993,37.57093299922334,종각
서울 종로구 인사동 263,FD6,음식점,음식점 > 일식 > 참치회,114,10311622,02-732-8014,참치공방 종각본,http://place.map.kakao.com/10311622,서울 종로구 종로9길 8,126.984238525274,37.5707155796183,종각
서울 종로구 익선동 156,FD6,음식점,"음식점 > 한식 > 육류,고기 > 닭요리",386,16734831,02-741-8874,오죽이네,http://place.map.kakao.com/16734831,서울 종로구 돈화문로11가길 25,126.99080354567869,37.57375803293386,종로3가
서울 중구 주교동 118-1,FD6,음식점,음식점 > 한식 > 냉면,634,8025375,02-2265-0151,우래옥 본점,http://place.map.kakao.com/8025375,서울 중구 창경궁로 62-29,126.99871865898974,37.56821185731751,종로3가
서울 종로구 관수동 163,FD6,음식점,음식점 > 한식 > 국수 > 칼국수,359,7818113,02-2265-5349,대련집,http://place.map.kakao.com/7818113,서울 종로구 종로16길 37,126.98891841085968,37.56839334531018,종로3가
서울 종로구 장사동 127-1,FD6,음식점,음식점 > 한식,243,15992450,0507-1407-5903,대성식당,http://place.map.kakao.com/15992450,서울 종로구 종로26길 14-3,126.99468889539344,37.569684872576985,종로3가
서울 종로구 낙원동 85-7,FD6,음식점,음식점 > 한식,411,27269590,02-738-9393,호반,http://place.map.kakao.com/27269590,서울 종로구 삼일대로26길 20,126.989146348574,37.5733001868081,종로3가
서울 종로구 낙원동 221,FD6,음식점,음식점 > 한식 > 냉면,378,8041476,,유진식당,http://place.map.kakao.com/8041476,서울 종로구 종로17길 40,126.9883179183545,37.57204231870933,종로3가
서울 종로구 돈의동 131-1,FD6,음식점,음식점 > 한식 > 곰탕,112,8005800,02-765-4237,영춘옥,http://place.map.kakao.com/8005800,서울 종로구 돈화문로5가길 13,126.991537361788,37.5713434211486,종로3가
서울 종로구 권농동 182-6,FD6,음식점,"음식점 > 술집 > 호프,요리주점",512,1191323603,02-743-1212,서울집시 서순라길점,http://place.map.kakao.com/1191323603,서울 종로구 서순라길 107,126.99155505767519,37.57502488769612,종로3가
서울 중구 을지로2가 101-32,FD6,음식점,음식점 > 한식 > 설렁탕,515,10668060,02-2267-4081,이남장 본점,http://place.map.kakao.com/10668060,서울 중구 삼일대로12길 16,126.988658328569,37.5666688146651,종로3가
서울 종로구 권농동 187-7,FD6,음식점,음식점 > 양식 > 이탈리안,414,2025215095,02-6409-0027,살롱순라,http://place.map.kakao.com/2025215095,서울 종로구 율곡로10길 75,126.9916796781889,37.574150931672264,종로3가
서울 종로구 관수동 145-1,FD6,음식점,음식점 > 한식,269,1580329739,02-2273-9233,종가만두,http://place.map.kakao.com/1580329739,서울 종로구 수표로 88,126.98971182249423,37.568908786613356,종로3가
서울 종로구 익선동 128-3,FD6,음식점,음식점 > 샤브샤브,455,1803090740,02-762-8215,온천집 익선,http://place.map.kakao.com/1803090740,서울 종로구 돈화문로11나길 31-8,126.98978921791809,37.57409672360898,종로3가
서울 중구 을지로3가 346-1,FD6,음식점,음식점 > 한식 > 순대,521,502452137,02-2266-1300,청와옥 을지로3가직영점,http://place.map.kakao.com/502452137,서울 중구 을지로 110,126.99005065665251,37.566014817133464,종로3가
서울 종로구 효제동 155,FD6,음식점,"음식점 > 한식 > 육류,고기",259,26967162,02-762-7491,백제정육점,http://place.map.kakao.com/26967162,서울 종로구 종로35길 34,127.003952922261,37.5726446952293,종로5가
서울 종로구 종로4가 165-11,FD6,음식점,"음식점 > 한식 > 육류,고기",186,21852953,02-2267-1831,부촌육회,http://place.map.kakao.com/21852953,서울 종로구 종로 200-12,126.999932082432,37.5703778574977,종로5가
서울 종로구 종로5가 265-22,FD6,음식점,"음식점 > 한식 > 육류,고기 > 닭요리",342,10785496,02-2275-9666,진옥화할매원조닭한마리 본점,http://place.map.kakao.com/10785496,서울 종로구 종로40가길 18,127.005696017003,37.5703380763098,종로5가
서울 종로구 종로5가 138-25,FD6,음식점,음식점 > 한식,87,614661957,0507-1390-3452,광장시장통큰누이네육회빈대떡,http://place.map.kakao.com/614661957,서울 종로구 동호로 403-24,127.00117723880923,37.570439119331844,종로5가
서울 중구 주교동 43-23,FD6,음식점,"음식점 > 한식 > 육류,고기 > 삼겹살",318,8050105,02-2265-4669,은주정,http://place.map.kakao.com/8050105,서울 중구 창경궁로8길 32,126.99975663427007,37.56867047080973,종로5가
서울 종로구 종로4가 188,FD6,음식점,"음식점 > 간식 > 제과,베이커리",136,1024788121,010-9498-3115,광장시장찹쌀꽈배기,http://place.map.kakao.com/1024788121,서울 종로구 종로32길 2,127.00040524305597,37.57066707631941,종로5가
서울 종로구 예지동 269-27,FD6,음식점,"음식점 > 간식 > 제과,베이커리",234,803688018,010-8857-0750,아베베베이커리 서울,http://place.map.kakao.com/803688018,서울 종로구 청계천로 201,126.999943402662,37.5695381297673,종로5가
서울 종로구 효제동 226-1,FD6,음식점,"음식점 > 한식 > 해물,생선 > 복어",197,9246975,02-765-3426,억조,http://place.map.kakao.com/9246975,서울 종로구 종로35길 21-8,127.003640464789,37.5720860883432,종로5가
서울 종로구 종로4가 177,FD6,음식점,"음식점 > 한식 > 육류,고기",184,8055849,02-2274-8344,육회자매집 본점1호점,http://place.map.kakao.com/8055849,서울 종로구 종로 200-4,126.999886803792,37.5705508485698,종로5가
서울 종로구 종로5가 225-8,FD6,음식점,"음식점 > 한식 > 육류,고기 > 곱창,막창",238,20526455,02-2266-8125,더우리곱창,http://place.map.kakao.com/20526455,서울 종로구 종로36나길 9,127.004432744934,37.5702372190197,종로5가
서울 중구 오장동 101-7,FD6,음식점,음식점 > 한식 > 냉면,743,8174854,02-2266-0735,오장동흥남집 본점,http://place.map.kakao.com/8174854,서울 중구 마른내로 114,127.00054103307872,37.56435740219144,종로5가
서울 종로구 종로5가 265-8,FD6,음식점,"음식점 > 한식 > 육류,고기 > 닭요리",358,14822693,02-2266-8249,명동닭한마리 본점,http://place.map.kakao.com/14822693,서울 종로구 종로40가길 14,127.005895245171,37.5703813143067,종로5가
서울 종로구 종로5가 138-9,FD6,음식점,음식점 > 한식,111,18755777,02-2264-5057,순희네빈대떡,http://place.map.kakao.com/18755777,서울 종로구 종로32길 5,127.00072445622273,37.57060130213971,종로5가
서울 종로구 창신동 148-1,FD6,음식점,음식점 > 아시아음식 > 인도음식,131,77215610,02-766-8850,에베레스트 동대문점,http://place.map.kakao.com/77215610,서울 종로구 종로51가길 2-1,127.012501727076,37.5725720198514,동대문
서울 종로구 창신동 581-5,FD6,음식점,"음식점 > 한식 > 육류,고기 > 족발,보쌈",135,19009881,02-3675-9689,창신동매운족발 본점,http://place.map.kakao.com/19009881,서울 종로구 종로51길 23,127.011541864608,37.5730081991709,동대문
서울 종로구 종로6가 205-1,FD6,음식점,음식점 > 한식,456,2122475581,,양지식당,http://place.map.kakao.com/2122475581,서울 종로구 율곡로29길 4,127.006973201937,37.5739347801794,동대문
서울 종로구 창신동 573-1,FD6,음식점,"음식점 > 한식 > 육류,고기 > 족발,보쌈",79,10624973,02-765-0319,와글와글족발,http://place.map.kakao.com/10624973,서울 종로구 창신길 18,127.01082181764771,37.572348739029074,동대문
서울 종로구 창신동 330-53,FD6,음식점,음식점 > 양식 > 피자,280,981603762,02-2233-6071,동묘가라지,http://place.map.kakao.com/981603762,서울 종로구 종로54길 17-10,127.01455726998316,37.571771700647226,동대문
서울 중구 을지로6가 18-85,FD6,음식점,음식점 > 한식 > 해장국,570,8895765,0507-1348-8485,대화정진짜해장국,http://place.map.kakao.com/8895765,서울 중구 장충단로 249-20,127.00776494708423,37.567537664098374,동대문
서울 종로구 창신동 330-49,FD6,음식점,"음식점 > 한식 > 해물,생선",301,706318241,070-8882-8889,동묘집,http://place.map.kakao.com/706318241,서울 종로구 종로52길 43-9,127.014787045463,37.5716878795415,동대문
서울 종로구 창신동 463-1,FD6,음식점,음식점 > 중식,102,7838808,02-742-5168,동북화과왕,http://place.map.kakao.com/7838808,서울 종로구 종로46길 11,127.010798982201,37.570993644401,동대문
서울 종로구 창신동 400-1,FD6,음식점,"음식점 > 한식 > 해물,생선",553,1407123477,02-2236-5247,광주식당,http://place.map.kakao.com/1407123477,서울 종로구 지봉로2길 15,127.01753642468066,37.57084146864495,동대문
서울 종로구 창신동 542,FD6,음식점,음식점 > 아시아음식 > 인도음식,36,12411385,02-743-8848,에베레스트커리월드 레스토랑,http://place.map.kakao.com/12411385,서울 종로구 종로 305,127.01156888931436,37.57208197364034,동대문
서울 종로구 종로6가 259-3,FD6,음식점,음식점 > 중식 > 중국요리,442,72635988,010-8477-2625,유진짬뽕,http://place.map.kakao.com/72635988,서울 종로구 종로40길 6,127.00658802693,37.5706371603496,동대문
서울 종로구 창신동 695-1,FD6,음식점,"음식점 > 한식 > 해물,생선 > 복어",112,474505099,02-741-4705,동래복국 동대문점,http://place.map.kakao.com/474505099,서울 종로구 종로 291,127.01011084799,37.5717541452946,동대문
서울 종로구 창신동 81-8,FD6,음식점,음식점 > 한식 > 냉면,171,11021281,02-743-7285,낙산냉면,http://place.map.kakao.com/11021281,서울 종로구 지봉로5길 8,127.015277764702,37.5744890103185,동묘앞
서울 종로구 숭인동 318-16,FD6,음식점,"음식점 > 한식 > 육류,고기",215,16647761,02-2232-8803,고바우,http://place.map.kakao.com/16647761,서울 종로구 지봉로 14,127.015988004763,37.5713570577762,동묘앞
서울 동대문구 신설동 80-4,FD6,음식점,음식점 > 분식,767,1731584284,02-926-0288,킹 수제만두,http://place.map.kakao.com/1731584284,서울 동대문구 한빛로 3,127.024144402603,37.5764841338019,동묘앞
서울 중구 황학동 67,FD6,음식점,음식점 > 한식 > 국수 > 칼국수,430,18215604,010-6354-8999,할아버지손칼국수,http://place.map.kakao.com/18215604,서울 중구 마장로9길 37,127.019392674872,37.5701672338123,동묘앞
서울 종로구 창신동 400-3,FD6,음식점,음식점 > 분식,305,26559648,,고기튀김,http://place.map.kakao.com/26559648,서울 종로구 지봉로2길 7-2,127.0167417118429,37.570518126705004,동묘앞
서울 종로구 창신동 394-1,FD6,음식점,"음식점 > 한식 > 해물,생선",259,581997679,02-2237-5640,목포낙지마을,http://place.map.kakao.com/581997679,서울 종로구 지봉로 12,127.01600603074,37.5709570134502,동묘앞
서울 종로구 창신동 330-49,FD6,음식점,음식점 > 중식,228,1970014839,,동묘문,http://place.map.kakao.com/1970014839,서울 종로구 종로52길 43-9,127.01478138610085,37.571690583235714,동묘앞
서울 종로구 창신동 330-53,FD6,음식점,음식점 > 술집 > 와인바,236,1700724209,070-7773-2050,동묘마케트,http://place.map.kakao.com/1700724209,서울 종로구 종로54길 17-10,127.014534631773,37.5717789113977,동묘앞
서울 동대문구 신설동 92-79,FD6,음식점,"음식점 > 한식 > 육류,고기",299,10331494,02-2253-6373,육전식당 신설본점,http://place.map.kakao.com/10331494,서울 동대문구 천호대로 33,127.02698160012264,37.57411029968683,신설동
서울 동대문구 신설동 21,FD6,음식점,음식점 > 한식,222,2108354197,010-2872-8884,한상차림밥상,http://place.map.kakao.com/2108354197,서울 동대문구 한빛로 28,127.0259414485752,37.57786677881891,신설동
서울 동대문구 용두동 232-26,FD6,음식점,음식점 > 한식 > 해장국,371,907979960,02-923-1718,어머니대성집,http://place.map.kakao.com/907979960,서울 동대문구 왕산로11길 4,127.02858466713235,37.57741837425039,신설동
서울 동대문구 용두동 119-20,FD6,음식점,"음식점 > 한식 > 해물,생선",539,27175293,02-928-0231,나정순할매쭈꾸미,http://place.map.kakao.com/27175293,서울 동대문구 무학로 144,127.03069016915066,37.57707546781634,신설동
서울 종로구 숭인동 1063,FD6,음식점,"음식점 > 한식 > 육류,고기 > 이차돌",247,96981032,02-922-2489,이차돌 신설동점,http://place.map.kakao.com/96981032,서울 종로구 종로 405,127.02208372959927,37.57533757128547,신설동
서울 동대문구 신설동 117-5,FD6,음식점,"음식점 > 한식 > 해물,생선 > 장어",247,1861167965,02-2231-9743,힘찬풍천장어,http://place.map.kakao.com/1861167965,서울 동대문구 난계로 252,127.02354366144988,37.57409031251531,신설동
서울 동대문구 용두동 112-10,FD6,음식점,"음식점 > 한식 > 해물,생선 > 복어",604,16675792,02-921-5936,용두동복집,http://place.map.kakao.com/16675792,서울 동대문구 왕산로16길 9,127.031331083865,37.5774771428975,신설동
서울 동대문구 신설동 94-57,FD6,음식점,음식점 > 한식 > 설렁탕,448,22618131,02-2292-8201,옥천옥,http://place.map.kakao.com/22618131,서울 동대문구 하정로 16,127.0269980020464,37.572508327034626,신설동
서울 종로구 숭인동 1136,FD6,음식점,"음식점 > 양식 > 멕시칸,브라질",191,325095246,070-8860-4804,꿰레,http://place.map.kakao.com/325095246,서울 종로구 보문로1길 9,127.02255041334715,37.5762844282865,신설동
서울 동대문구 신설동 117-6,FD6,음식점,음식점 > 중식 > 중국요리,275,8881613,02-2232-1151,남화루,http://place.map.kakao.com/8881613,서울 동대문구 난계로 250,127.02368166606277,37.57377043175872,신설동
서울 동대문구 용두동 210-8,FD6,음식점,음식점 > 일식,423,622602624,,무명스키야키,http://place.map.kakao.com/622602624,서울 동대문구 한빛로 52,127.02829305845648,37.57864559854304,신설동
서울 동대문구 용두동 118-81,FD6,음식점,"음식점 > 한식 > 육류,고기 > 갈비",597,13121379,02-924-3042,신가네왕코등갈비 본점,http://place.map.kakao.com/13121379,서울 동대문구 천호대로 67,127.03098100898,37.57410210989243,신설동
서울 동대문구 제기동 892-128,FD6,음식점,음식점 > 한식,217,21232071,02-962-4570,감초식당,http://place.map.kakao.com/21232071,서울 동대문구 약령서길 32,127.03632119077804,37.57971738621976,제기동
서울 동대문구 제기동 1019,FD6,음식점,음식점 > 한식 > 국수,433,15629433,02-965-3948,안동집,http://place.map.kakao.com/15629433,서울 동대문구 고산자로36길 3,127.03953845008229,37.579393796655545,제기동
서울 동대문구 제기동 1013,FD6,음식점,음식점 > 한식 > 냉면,466,810920158,02-965-8258,경동시장 평양냉면,http://place.map.kakao.com/810920158,서울 동대문구 왕산로29길 4,127.040075960828,37.5789557323408,제기동
서울 동대문구 용두동 45-1,FD6,음식점,"음식점 > 한식 > 육류,고기",287,989717069,02-962-0962,경동한우정육식당,http://place.map.kakao.com/989717069,서울 동대문구 고산자로 421,127.03801247376539,37.577341833371364,제기동
서울 동대문구 제기동 1005,FD6,음식점,"음식점 > 한식 > 해물,생선",509,1116271250,010-7601-2020,다퍼줘,http://place.map.kakao.com/1116271250,서울 동대문구 왕산로 155-1,127.04058538132973,37.57891951853809,제기동
서울 동대문구 용두동 39-1,FD6,음식점,음식점 > 뷔페,703,1828440280,02-960-5985,다이닝원 청량리점,http://place.map.kakao.com/1828440280,서울 동대문구 고산자로32길 78,127.042837477544,37.5775924594689,제기동
서울 성동구 마장동 522-2,FD6,음식점,"음식점 > 한식 > 육류,고기",931,1539453182,02-2292-2888,인생한우,http://place.map.kakao.com/1539453182,서울 성동구 마장로31길 43,127.038201250056,37.5701482300044,제기동
서울 동대문구 제기동 838,FD6,음식점,음식점 > 중식,692,8620226,02-969-7787,홍릉각,http://place.map.kakao.com/8620226,서울 동대문구 약령시로 90,127.03996258689769,37.58288320227021,제기동
서울 동대문구 제기동 646,FD6,음식점,음식점 > 한식,638,16297405,02-966-7248,포천메밀냉면,http://place.map.kakao.com/16297405,서울 동대문구 경동시장로 18-14,127.04145798768599,37.58053920227584,제기동
서울 동대문구 청량리동 773,FD6,음식점,음식점 > 한식,121,18829150,02-969-4403,광주식당,http://place.map.kakao.com/18829150,서울 동대문구 경동시장로2길 49-4,127.04379581415877,37.58056088291613,청량리
서울 동대문구 청량리동 444-7,FD6,음식점,음식점 > 한식 > 국수 > 칼국수,166,11833610,02-963-6962,경북손칼국수,http://place.map.kakao.com/11833610,서울 동대문구 왕산로41길 4,127.04621222556524,37.58133932120362,청량리
서울 동대문구 제기동 470,FD6,음식점,음식점 > 한식 > 냉면,264,10926416,02-963-5362,할머니냉면,http://place.map.kakao.com/10926416,서울 동대문구 왕산로37길 51,127.043700583545,37.5822701030824,청량리
서울 동대문구 청량리동 50-18,FD6,음식점,음식점 > 한식 > 국수 > 칼국수,497,16937330,02-967-6918,혜성칼국수,http://place.map.kakao.com/16937330,서울 동대문구 왕산로 247-1,127.04897707662815,37.583374451618006,청량리
서울 동대문구 제기동 486-28,FD6,음식점,음식점 > 분식,214,338133444,010-4002-3389,짱구네야끼만두,http://place.map.kakao.com/338133444,서울 동대문구 경동시장로10길 45,127.043242709458,37.5814233377754,청량리
서울 동대문구 제기동 575-4,FD6,음식점,음식점 > 일식,265,682571203,02-6080-0189,청량함박,http://place.map.kakao.com/682571203,서울 동대문구 홍릉로1가길 27,127.042628037792,37.5815515024298,청량리
서울 동대문구 청량리동 296,FD6,음식점,음식점 > 한식 > 냉면,168,13323543,02-965-8254,평양냉면 본점,http://place.map.kakao.com/13323543,서울 동대문구 홍릉로 14-3,127.04492066414231,37.581661474464845,청량리
서울 동대문구 청량리동 769-1,FD6,음식점,음식점 > 한식 > 순대,103,1030146809,02-964-8844,청량리고향집 본점,http://place.map.kakao.com/1030146809,서울 동대문구 경동시장로2길 52,127.04391229588512,37.58034640313624,청량리
서울 동대문구 제기동 635-4,FD6,음식점,음식점 > 치킨,204,27323391,02-968-9841,남원통닭 별관,http://place.map.kakao.com/27323391,서울 동대문구 홍릉로1길 39,127.04276663659195,37.5804098933132,청량리
서울 동대문구 청량리동 789,FD6,음식점,음식점 > 분식,195,582617362,010-2608-8378,왕엄마김밥,http://place.map.kakao.com/582617362,서울 동대문구 경동시장로8길 47,127.043266344376,37.581181862818,청량리
서울 동대문구 청량리동 791,FD6,음식점,음식점 > 분식,209,20637982,010-8492-1611,기태만두,http://place.map.kakao.com/20637982,서울 동대문구 경동시장로10길 44,127.043152045746,37.5812611921019,청량리
서울 동대문구 전농동 602-9,FD6,음식점,"음식점 > 한식 > 육류,고기 > 족발,보쌈",771,16531175,02-965-5838,서울뼈구이 본점,http://place.map.kakao.com/16531175,서울 동대문구 왕산로 274-1,127.051278756793,37.5850349055577,청량리
서울 중구 명동1가 54-6,FD6,음식점,음식점 > 한식 > 설렁탕,236,19157171,02-776-8929,미성옥,http://place.map.kakao.com/19157171,서울 중구 명동길 25-11,126.983936564299,37.5641707054203,을지로입구
서울 중구 명동1가 10-9,FD6,음식점,음식점 > 한식 > 곰탕,277,1822111964,02-776-5656,하동관 명동본점,http://place.map.kakao.com/1822111964,서울 중구 명동9길 12,126.98502310323119,37.564430335182415,을지로입구
서울 중구 을지로1가 180-6,FD6,음식점,음식점 > 뷔페,159,27348727,02-317-7171,롯데호텔서울 라세느,http://place.map.kakao.com/27348727,서울 중구 을지로 30,126.98098436963745,37.56530912605071,을지로입구
서울 중구 충무로3가 23-1,FD6,음식점,음식점 > 한식 > 국수 > 칼국수,337,7919722,02-2272-2020,사랑방칼국수,http://place.map.kakao.com/7919722,서울 중구 퇴계로27길 46,126.99133001470943,37.563266879496595,을지로3가
